NC162	NC163	NC164	NC165	NC134	NC135	NC136	NC137	NC138	NC106	NC107	NC108	NC109	NC110	NC73	NC74	NC88	NC89	NC58	NC59	NC43	NC44	NC4	NC13	NC14	NC23	NC24	NC33	NC34	NC3	AppBBS155	AppBBS156	AppBBS183	AppBBS184	AppBBS100	AppBBS127	AppBBS128	AppBBS70	AppBBS85	AppBBS55	BBS170	BBS171	BBS142	BBS113	BBS114	BBS115	BBS7	BBS8	BBS169	BBS143	BBS144	BBS93	BBS77	BBS78	BBS92	BBS62	BBS63	BBS47	BBS48	BBS17	BBS18	BBS27	BBS28	BBS37	BBS38	AppNPH147	AppNPH148	AppNPH149	AppNPH150	AppNPH151	AppNPH152	AppNPH153	AppNPH174	AppNPH175	AppNPH176	AppNPH177	AppNPH178	AppNPH179	AppNPH180	AppNPH181	AppNPH182	AppNPH96	AppNPH97	AppNPH98	AppNPH99	AppNPH118	AppNPH119	AppNPH120	AppNPH121	AppNPH122	AppNPH123	AppNPH124	AppNPH125	AppNPH126	AppNPH69	AppNPH81	AppNPH82	AppNPH83	AppNPH84	AppNPH67	AppNPH68	AppNPH52	AppNPH53	AppNPH54	NPH158	NPH160	NPH133	NPH103	NPH104	NPH105	NPH129	NPH72	NPH86	NPH157	NPH159	NPH161	NPH131	NPH132	NPH101	NPH102	NPH130	NPH71	NPH87	NPH56	NPH57	NPH41	NPH42	NPH2	NPH1	NPH11	NPH12	NPH21	NPH22	NPH31	NPH32	CKD140	CKD166	CKD167	CKD168	CKD141	CKD112	CKD76	CKD91	CKD45	CKD46	CKD25	CKD139	CKD111	CKD75	CKD90	CKD60	CKD61	CKD5	CKD15	CKD16	CKD26	CKD36	T: Genes	T: Protein.Group	T: Protein.Ids	T: Protein.Names	T: First.Protein.Description
10,8279	10,6272	10,808	10,7907	10,4355	11,8164	10,9486	NaN	10,2087	10,1904	10,7195	10,4024	11,5811	NaN	NaN	12,3133	NaN	12,6505	NaN	NaN	10,5008	NaN	NaN	NaN	11,5464	11,7731	NaN	11,4683	12,7064	12,6001	11,8718	11,742	10,7083	11,3752	NaN	11,2038	11,4096	11,7508	12,3868	NaN	NaN	10,9467	11,0578	NaN	11,103	13,2309	NaN	NaN	12,1667	11,0653	10,2569	11,1364	NaN	NaN	NaN	11,9108	12,3736	NaN	NaN	12,0477	10,9394	11,9127	NaN	NaN	NaN	11,7331	12,7516	11,1736	NaN	11,7432	11,5558	9,98301	12,152	12,2064	NaN	NaN	NaN	10,8619	10,9592	11,3618	11,9534	NaN	11,5239	NaN	11,0874	NaN	10,9544	10,8245	12,3052	NaN	10,5339	NaN	11,0964	10,9771	11,0484	NaN	11,8872	11,4414	NaN	NaN	NaN	10,6306	NaN	11,0392	NaN	11,0667	NaN	NaN	11,1863	NaN	NaN	12,3641	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11,3707	NaN	12,3083	10,4914	NaN	11,999	12,4855	13,2549	14,4407	NaN	11,3839	11,63	NaN	NaN	12,221	NaN	NaN	10,9893	11,3323	NaN	12,2	10,2208	NaN	NaN	12,2924	NaN	12,6784	NaN	12,1318	9,53164	NaN	NaN	NaN	12,819	NaN	NaN	NaN	NaN	VSIG10L	Q86VR7	Q86VR7	VS10L_HUMAN	V-set and immunoglobulin domain-containing protein 10-like
10,2325	10,9753	11,1024	10,6266	10,8793	11,2127	10,7871	11,7682	10,9866	11,24	11,0326	10,905	11,2231	11,2969	NaN	NaN	11,3698	11,9	10,6299	10,6092	11,3731	NaN	NaN	11,1505	11,4382	11,1757	NaN	11,1908	NaN	12,6105	NaN	11,2529	11,3083	10,5782	11,1824	11,2013	NaN	10,7184	11,5089	10,8003	NaN	10,8434	11,019	10,6711	11,6243	NaN	11,0187	11,1642	11,451	11,1667	11,0173	NaN	11,7856	NaN	11,8275	12,3244	11,5169	11,222	11,5728	10,6832	11,5666	11,409	11,6088	NaN	11,0446	11,1839	11,3736	11,66	11,2647	11,2669	11,5008	10,8395	11,6131	11,4443	11,2136	10,4723	11,466	11,1085	10,9608	10,5255	11,5231	NaN	11,1598	NaN	10,6772	10,4998	10,9575	11,2518	NaN	10,9594	10,65	12,5511	10,7711	11,1543	10,755	11,5314	11,1948	9,75526	10,9729	NaN	NaN	11,0683	11,5019	10,9368	NaN	11,0892	10,0336	NaN	10,4804	10,5439	NaN	11,8189	NaN	12,6195	13,3152	12,1362	11,5968	12,3984	NaN	11,4687	11,7417	12,0498	12,3113	12,1085	12,1892	10,9353	12,2418	NaN	11,9364	11,3332	NaN	11,6328	11,7035	10,9858	11,259	NaN	11,0392	11,2855	NaN	NaN	11,5488	10,7167	10,9299	11,3065	11,3801	NaN	12,5795	10,9551	12,2679	12,1387	NaN	12,6603	NaN	NaN	NaN	NaN	13,0199	LRP11	Q86VZ4	Q86VZ4	LRP11_HUMAN	Low-density lipoprotein receptor-related protein 11
9,4072	10,6984	11,4042	9,64236	11,1436	10,8071	10,7146	10,3449	10,431	10,2584	11,023	10,2886	10,5865	11,3254	NaN	10,3572	NaN	11,0036	10,9477	NaN	10,6587	NaN	NaN	NaN	12,0134	11,696	NaN	10,6166	10,8007	NaN	11,1756	11,2501	10,7325	11,8926	11,0789	11,8269	10,8083	10,594	10,7671	10,3999	NaN	10,6722	NaN	NaN	11,0019	NaN	11,0705	11,1645	11,4451	NaN	NaN	NaN	NaN	NaN	12,1424	11,2588	11,9852	10,934	NaN	10,5657	11,0851	NaN	10,4629	NaN	NaN	11,4569	11,4222	NaN	10,663	NaN	11,0929	NaN	11,1777	10,5297	10,8069	10,6856	11,6153	11,4265	11,2923	NaN	11,7515	11,5662	11,8079	11,0602	9,92268	10,2549	10,5485	10,8724	NaN	11,703	10,7756	10,11	10,5357	11,0372	11,3239	NaN	11,6637	11,8648	11,9403	NaN	NaN	NaN	10,7166	10,6768	NaN	10,7338	NaN	NaN	10,6729	10,8795	NaN	NaN	NaN	10,396	10,6829	11,6131	NaN	11,3869	11,2304	NaN	10,8242	11,5124	10,8183	10,7145	NaN	10,7481	10,9591	NaN	NaN	NaN	10,8355	NaN	11,9011	10,6355	NaN	NaN	10,764	10,5169	NaN	NaN	12,0263	11,0674	NaN	10,5567	11,1871	11,2779	10,8178	NaN	11,3989	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10,6375	NR2C2AP	Q86WQ0	Q86WQ0	NR2CA_HUMAN	Nuclear receptor 2C2-associated protein
12,0896	11,5824	12,1305	11,7189	12,0504	12,4775	11,8004	12,7924	12,5014	11,5708	12,096	12,3101	12,3113	12,6756	12,6422	12,5949	12,0223	11,8495	12,169	11,5408	12,6519	NaN	NaN	12,5783	12,2927	12,3789	NaN	12,6993	11,6816	NaN	12,1498	12,4681	12,4109	12,4157	12,4766	11,8424	11,9813	11,3274	12,2355	12,4816	NaN	11,4807	12,36	12,6278	12,496	NaN	13,2111	13,337	12,3199	12,005	12,3868	11,2173	12,3218	12,2004	12,3839	12,842	12,2364	12,1712	12,6422	12,2383	12,4313	12,9374	12,7965	12,6885	12,59	12,1808	11,9845	12,443	13,8327	12,0029	12,2129	12,2894	12,2929	12,4683	12,5197	12,145	11,9409	12,0116	12,2359	11,4073	11,8132	12,3591	12,3288	12,2926	11,9135	12,0969	11,8666	12,2519	11,8307	12,2058	11,8306	12,3821	11,789	12,4712	11,7747	12,6321	12,3366	11,577	12,6384	12,5116	11,5073	12,7694	12,5515	12,3779	13,0649	12,4953	11,8175	11,5313	12,0791	11,8261	11,8615	12,916	13,2595	14,7445	15,4389	13,2394	12,4121	14,0507	12,776	12,4363	13,6216	12,8014	14,314	14,467	12,8267	11,9886	12,4533	NaN	11,576	12,7014	12,3667	12,5299	13,4757	12,4869	12,1242	12,126	12,1918	12,0009	12,8372	12,1259	12,3131	12,2359	12,5686	12,602	11,9846	12,1185	14,8944	11,9954	15,1192	12,3568	12,4908	15,6048	NaN	12,7448	NaN	11,9791	15,3885	LSR	Q86X29	Q86X29	LSR_HUMAN	Lipolysis-stimulated lipoprotein receptor
12,7389	12,9936	12,0609	13,0874	12,5255	12,2933	12,7449	12,879	12,493	12,3543	12,648	13,0738	11,9115	11,9894	12,4187	12,6034	12,2731	11,665	12,5366	12,6868	12,5517	12,4027	NaN	12,0767	12,0255	12,1017	NaN	12,2603	12,8349	12,3931	12,66	12,5054	12,5492	12,3897	12,2851	12,8796	12,6178	12,4922	12,3774	12,3888	NaN	11,0191	13,0586	12,9532	12,0085	NaN	12,2824	11,1356	12,3827	11,8769	12,0624	12,2624	12,6129	NaN	12,4814	12,1847	12,0062	12,5405	12,0796	12,2239	12,8405	11,8214	11,6495	12,2301	12,0579	12,3465	12,8612	12,5344	12,5147	12,4532	12,4906	13,0488	11,8629	11,2764	12,2633	12,7848	12,2899	12,9001	12,7706	12,5978	12,3748	12,9265	12,4032	12,9496	12,7666	12,5973	13,1853	12,5096	12,3994	12,183	13,0046	12,7313	11,9747	12,0436	12,2616	NaN	12,128	NaN	11,3069	12,6491	12,4256	12,1769	11,9224	13,153	NaN	12,1667	12,2001	12,1893	12,9933	12,6388	NaN	12,805	12,2605	NaN	NaN	NaN	NaN	NaN	12,2612	NaN	NaN	NaN	NaN	NaN	NaN	12,5692	NaN	NaN	11,5368	NaN	12,3869	NaN	NaN	12,6951	13,1853	12,6532	12,6742	12,5227	NaN	12,1181	13,0019	12,3434	NaN	12,9161	12,4115	12,6075	NaN	13,1923	11,9832	NaN	12,4386	11,8492	12,2573	NaN	13,2631	NaN	NaN	NIT1	Q86X76	Q86X76	NIT1_HUMAN	Deaminated glutathione amidase
12,3667	11,5323	11,3612	11,7176	11,5685	13,0242	11,5353	12,3371	11,505	11,3178	11,4055	11,7976	12,0478	11,5583	NaN	NaN	NaN	NaN	11,8452	NaN	11,0839	NaN	NaN	11,5619	11,5451	11,081	12,3263	11,9016	11,5369	NaN	NaN	11,6206	11,4438	11,5518	10,985	11,4836	11,8022	11,8577	12,0465	11,7345	NaN	NaN	12,3633	NaN	NaN	12,7022	NaN	NaN	11,2749	11,2724	11,0445	NaN	NaN	12,5641	12,041	NaN	NaN	11,2018	10,8093	12,2024	14,6534	11,2781	NaN	NaN	NaN	12,0244	12,1987	11,66	11,9459	12,1468	NaN	11,916	11,2002	NaN	12,1482	10,9407	11,8529	11,556	11,4006	10,9716	12,4544	12,1209	11,5785	11,4682	11,3276	11,4937	11,2378	11,7846	11,2725	12,226	12,0916	NaN	11,5723	NaN	11,4052	NaN	NaN	NaN	11,313	12,2563	12,2206	NaN	10,803	11,6549	12,5707	12,219	11,2328	NaN	12,2876	11,5841	NaN	12,1016	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12,4494	NaN	NaN	12,8753	NaN	NaN	NaN	11,752	NaN	NaN	NaN	11,6525	NaN	12,0473	NaN	12,1108	NaN	12,283	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	HOGA1	Q86XE5	Q86XE5	HOGA1_HUMAN	4-hydroxy-2-oxoglutarate aldolase, mitochondrial
14,2905	14,2267	14,3185	13,6952	13,833	14,3289	13,8257	14,3136	14,5375	14,9296	14,6495	14,2897	14,0224	14,7877	14,484	14,8771	14,6984	14,463	14,0974	14,1508	14,5666	15,3485	15,1005	14,8683	15,1418	14,2637	15,2191	14,5793	14,9395	15,6024	14,2431	14,5604	14,0098	14,8032	14,628	14,0218	14,4631	14,9125	14,2256	14,3297	14,0096	13,9809	15,2086	12,933	14,3733	12,3562	14,0715	13,1725	14,2888	13,7069	14,7591	13,641	14,2219	14,0446	14,4365	14,3808	14,7278	14,3371	14,8979	14,68	14,3179	14,6481	14,7103	13,9744	14,9172	14,5853	13,7205	14,4203	13,8583	14,3356	14,3976	14,8505	14,2223	14,8889	14,7624	14,4245	14,2901	14,4308	14,6054	14,1535	13,6405	14,3686	14,7023	15,0638	14,355	14,5992	13,5805	13,1336	13,9447	14,5628	14,0485	12,6468	14,6594	14,5941	14,2927	NaN	14,2838	13,7536	13,7806	15,1622	14,4274	14,8952	14,727	14,4976	13,9437	14,9533	14,107	14,9846	14,8008	15,2411	14,6647	14,9836	14,4201	NaN	NaN	11,2536	NaN	NaN	13,8737	12,6707	12,7943	12,6575	NaN	12,2094	12,0943	14,0581	14,1591	NaN	13,287	12,5941	14,6323	12,0317	13,7656	14,7274	12,3576	14,3793	14,3872	13,8183	15,0103	13,2117	14,0077	14,1946	12,1339	14,7098	11,7728	14,7951	NaN	14,5254	12,6211	NaN	12,9219	NaN	NaN	NaN	NaN	14,9387	NaN	VPS37D	Q86XT2	Q86XT2	VP37D_HUMAN	Vacuolar protein sorting-associated protein 37D
11,1387	11,2152	12,0299	10,7849	10,8156	11,1664	10,8348	NaN	11,0032	11,7355	11,5047	11,3714	12,2027	11,7924	NaN	11,1978	11,5292	12,4321	11,7668	10,6243	11,4537	12,2782	NaN	11,1902	10,8983	12,2285	NaN	11,0977	11,6942	12,8069	10,5084	11,1984	11,1898	11,3887	11,3124	11,0594	NaN	NaN	11,518	11,4266	NaN	10,6572	9,78211	10,8262	10,749	NaN	11,7198	11,6121	11,659	11,3651	10,6347	NaN	11,6692	NaN	11,2615	11,2739	11,7888	11,3475	11,509	11,4939	NaN	12,0391	11,4614	NaN	11,3347	11,3872	10,9824	11,2351	11,2518	11,2174	10,9759	11,0175	12,2224	11,8635	11,1672	NaN	10,7078	11,3036	11,054	10,9047	11,9452	11,9009	11,6785	10,7742	11,3189	11,4315	10,9283	11,1802	NaN	11,1295	10,6922	NaN	11,2351	10,6524	11,261	NaN	11,2653	NaN	11,4094	NaN	NaN	10,5003	11,5129	11,2004	NaN	11,4661	NaN	NaN	11,545	11,1465	11,6791	12,3817	11,9295	10,8462	NaN	10,9579	NaN	NaN	NaN	NaN	10,8336	11,7864	10,6351	NaN	NaN	11,2173	12,3288	NaN	NaN	NaN	11,888	NaN	NaN	10,4792	11,1346	11,8086	11,6112	11,9491	NaN	11,8366	12,01	11,5462	NaN	12,2049	NaN	12,1074	11,1809	11,5441	11,0591	NaN	13,9202	NaN	NaN	10,5603	NaN	NaN	NaN	FRAS1	Q86XX4	Q86XX4	FRAS1_HUMAN	Extracellular matrix organizing protein FRAS1
NaN	10,4208	10,1919	10,591	10,3788	10,3343	10,4756	NaN	10,1059	9,8581	10,1786	11,0044	NaN	10,3417	NaN	NaN	10,4597	NaN	NaN	11,5697	11,0838	NaN	14,3188	10,8575	10,9404	NaN	NaN	10,1503	NaN	12,2094	10,7608	10,3592	10,0074	11,0294	11,125	10,954	11,5442	10,9107	NaN	10,3096	NaN	NaN	NaN	NaN	10,8031	NaN	11,5437	NaN	10,3875	9,89914	11,8635	11,7355	10,6106	NaN	NaN	NaN	NaN	12,0467	10,3364	11,601	10,8886	NaN	NaN	NaN	11,2698	10,0836	10,9071	11,591	10,2657	10,2181	10,9402	10,3892	11,0673	NaN	10,0556	NaN	NaN	10,415	10,3901	10,7768	NaN	NaN	10,7229	NaN	10,0662	10,9636	10,7546	10,5292	NaN	NaN	10,2505	NaN	11,1439	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11,5735	NaN	10,8153	NaN	10,2106	10,974	NaN	10,7171	11,0855	NaN	NaN	NaN	12,3615	12,9127	NaN	NaN	13,0822	NaN	NaN	11,7625	NaN	11,9719	12,4869	12,4605	11,3562	NaN	NaN	NaN	NaN	NaN	NaN	12,1941	10,8973	NaN	NaN	10,7904	10,7182	NaN	NaN	10,1205	NaN	NaN	NaN	11,0833	11,2754	12,1569	NaN	12,4753	NaN	10,6148	12,3529	NaN	NaN	NaN	NaN	12,2441	STX12	Q86Y82	Q86Y82	STX12_HUMAN	Syntaxin-12
13,1348	13,3336	13,5623	12,8597	13,608	13,7621	12,8294	12,7856	13,4137	13,2933	13,1607	12,8664	13,2461	13,9679	13,1133	13,033	13,0692	13,101	13,3051	13,1292	13,4488	13,5755	15,1003	14,0422	13,0222	13,9751	NaN	13,6528	13,3275	13,827	13,8522	13,2935	13,5369	14,1169	13,4747	13,5982	13,2442	13,1383	13,3721	13,4496	NaN	11,8243	13,1508	12,5798	13,5842	NaN	12,7548	11,7529	13,6849	12,6159	13,3405	12,7656	12,8185	13,8432	13,2597	13,0271	13,1297	13,1178	12,9034	14,1357	13,3247	13,5327	12,8468	11,9958	13,7261	13,6726	12,4284	13,8881	12,8117	13,6755	13,5448	12,8339	14,1407	14,1206	12,4777	13,0221	13,9612	13,3202	13,3689	12,6112	13,1085	13,7362	14,2321	13,8653	14,1908	14,3364	12,813	13,6893	13,3132	13,7089	13,1064	13,1362	13,351	14,0844	12,6998	NaN	13,2434	12,9813	13,2521	14,2638	13,5747	13,2287	14,3039	13,0538	13,8692	13,6771	12,1046	12,7995	13,0451	12,6762	12,7101	12,3124	12,476	NaN	NaN	NaN	NaN	10,2696	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12,8938	10,7504	NaN	NaN	NaN	13,2023	NaN	11,792	12,7313	10,8685	13,2671	13,2282	13,1679	14,1614	13,175	12,8446	12,86	13,1554	13,2292	11,5903	12,5213	10,1151	13,161	11,6881	NaN	11,6942	9,93342	NaN	NaN	NaN	NaN	10,971	CPNE8	Q86YQ8	Q9HCH3;Q86YQ8	CPNE8_HUMAN	Copine-8
12,13	13,2711	12,5466	13,1249	NaN	13,1976	13,6824	13,6209	12,4504	12,9822	12,8172	13,1006	NaN	13,0525	12,407	13,0942	NaN	12,3912	12,9724	13,3411	12,6994	13,3886	12,4535	13,6318	NaN	13,2386	NaN	13,015	13,3875	12,1491	NaN	13,793	13,3324	13,3405	NaN	13,2156	13,2987	12,8749	12,8462	NaN	NaN	NaN	13,4616	NaN	NaN	NaN	13,7286	NaN	13,2594	12,8645	13,3393	13,5223	13,43	NaN	NaN	13,2092	13,0005	13,4386	13,0344	13,2628	13,1088	12,6552	NaN	NaN	NaN	13,7774	13,6688	NaN	13,6864	13,405	13,4352	12,6881	NaN	12,9323	13,5769	13,6392	13,9119	12,974	13,0506	13,5042	13,4005	13,2009	12,8671	13,4353	13,0086	13,8103	13,3768	15,1849	13,4965	12,9552	13,4467	NaN	13,6035	12,9127	13,2384	NaN	13,7864	12,9866	13,5438	13,516	NaN	NaN	NaN	NaN	NaN	12,4376	12,4205	13,1751	11,9755	12,5764	NaN	13,1034	12,6913	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11,8927	NaN	13,4442	13,6497	NaN	NaN	NaN	NaN	13,2795	NaN	NaN	13,3715	NaN	NaN	13,2534	13,1379	12,6322	NaN	13,1555	NaN	11,155	NaN	12,8325	NaN	NaN	12,3361	NaN	NaN	NaN	13,1855	NaN	NaN	NaN	NaN	NaN	RAB43	Q86YS6	Q86YS6	RAB43_HUMAN	Ras-related protein Rab-43
13,2123	13,1625	14,1419	13,2988	14,4361	14,6264	14,0605	14,4575	12,1146	12,6533	12,5425	14,309	14,5637	14,671	13,7202	13,6	13,5659	15,1386	13,4754	NaN	13,8991	13,8798	13,7631	13,7977	14,5359	14,2415	NaN	13,3627	13,6777	15,619	12,9952	14,1452	14,4374	14,4898	14,8911	14,5847	13,387	11,9655	14,6118	13,6714	12,5356	15,2594	13,2211	14,6682	14,1908	13,6737	15,491	15,824	14,0725	14,1147	12,9802	12,7677	14,9484	14,9608	13,8957	14,8501	15,0635	15,0593	14,7986	14,0698	13,5391	14,0018	14,7107	13,6438	13,4078	13,6754	15,7641	13,834	14,6784	13,8812	14,7535	12,8821	14,9561	13,9321	14,8756	14,4079	15,5045	13,9982	14,0322	13,3899	15,5279	14,4806	15,1007	14,0147	13,011	13,1526	13,9288	15,2835	14,9146	14,9532	12,5851	14,7759	13,3599	14,407	13,7555	15,8721	15,4066	15,6579	15,1901	13,286	14,9075	NaN	13,5232	13,5336	14,9597	13,4932	12,9344	NaN	13,0041	12,8834	NaN	13,9111	14,5971	15,9148	15,9669	17,2282	15,8466	16,6313	16,5356	16,3056	16,1809	16,1801	15,7604	16,1983	16,0147	14,7028	16,0204	14,644	15,0568	16,4191	14,7147	15,7064	16,427	14,1411	15,4054	NaN	14,4659	13,5136	NaN	15,1225	16,0079	13,9763	14,1718	14,1804	15,4533	14,1601	16,2401	14,2724	16,5309	14,6619	15,0736	15,6582	15,0979	15,211	13,4182	14,6876	15,3202	JAML	Q86YT9	Q86YT9	JAML_HUMAN	Junctional adhesion molecule-like
12,5846	12,0684	12,299	11,5494	14,1147	11,7081	11,7287	13,3209	12,5221	11,6867	11,3793	14,262	13,8768	13,5268	NaN	NaN	12,5126	NaN	NaN	13,0947	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13,3644	12,8442	12,7953	12,9783	12,3646	12,6836	13,5207	NaN	NaN	NaN	12,1881	11,2905	13,3832	12,7996	14,3812	12,1901	NaN	16,2618	14,2177	12,6722	13,6321	14,5134	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12,0625	14,3422	13,533	13,594	14,0443	13,4501	10,5733	14,0452	11,7288	12,6745	12,7703	11,7326	11,8509	12,0907	14,5965	12,2811	15,743	13,5999	15,1004	12,0006	13,6191	11,1683	10,339	13,9478	12,3763	11,8864	13,0323	12,2415	12,148	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14,245	14,5221	12,2578	12,0644	13,5528	12,4643	15,9893	14,332	13,9672	NaN	12,8983	13,146	14,252	13,3895	10,5036	13,0997	14,2768	13,0422	NaN	12,433	14,6236	NaN	NaN	13,7425	NaN	NaN	NaN	NaN	NaN	12,8698	NaN	13,9777	13,4409	11,2172	14,0851	15,4336	14,9008	12,5476	NaN	NaN	13,7518	NaN	NaN	13,4472	13,9024	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	HRNR	Q86YZ3	Q86YZ3	HORN_HUMAN	Hornerin
11,162	10,7769	10,8211	10,142	10,3185	10,7388	10,8037	10,9342	10,7943	10,994	10,8655	10,4138	10,4068	11,0197	NaN	10,6999	10,7095	NaN	11,017	12,0158	10,0341	NaN	NaN	11,4881	10,9883	10,8659	NaN	10,8215	10,4812	11,7881	9,98637	10,7056	10,8941	11,0114	10,6509	10,5681	10,8483	11,0192	10,8265	11,4293	NaN	8,87385	10,9452	NaN	11,3468	NaN	11,1703	NaN	11,273	10,4032	11,0378	10,9808	10,8743	NaN	NaN	NaN	10,4438	10,0268	10,1946	11,6125	11,2713	10,72	10,0589	NaN	NaN	11,1743	9,83349	11,0192	10,6134	10,9907	10,6672	10,1738	10,1482	10,7417	10,5727	10,7022	10,9031	11,1849	11,0998	11,7065	11,1108	NaN	10,4765	10,6532	10,5451	11,4813	10,5624	10,2229	NaN	11,1821	11,1593	NaN	10,7045	10,5124	11,1921	NaN	10,8469	NaN	11,1961	11,5041	11,7446	11,0864	10,3809	10,7832	NaN	9,9865	11,5946	NaN	11,6558	11,9833	NaN	11,4027	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12,2224	NaN	NaN	NaN	NaN	10,7876	NaN	NaN	10,979	10,1472	NaN	10,6151	10,5276	NaN	NaN	10,5803	10,2349	NaN	11,2212	11,4996	NaN	NaN	10,9492	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	RHPN2	Q8IUC4	Q8IUC4	RHPN2_HUMAN	Rhophilin-2
13,4373	12,8384	14,5357	12,8202	13,492	13,1351	13,7085	13,8675	13,8436	13,8836	13,8272	13,1775	14,0216	14,6139	14,2659	14,1157	13,9073	14,4874	13,3475	14,8171	12,7019	13,0576	NaN	13,7994	13,2307	13,735	13,5242	13,3305	14,1308	NaN	13,1082	13,7453	13,6399	12,4564	13,3142	13,4112	13,2699	12,2814	13,2114	13,2471	13,547	14,3364	13,25	NaN	13,761	NaN	12,6387	11,7911	13,2252	14,0171	13,5952	NaN	14,1536	13,3203	NaN	13,6906	13,6395	13,7924	14,2287	13,732	13,1125	13,0739	13,0733	13,4655	12,9213	13,0848	13,687	13,6626	13,7652	13,4781	13,0881	13,826	14,4501	14,0397	14,0547	13,8466	13,6577	13,127	13,2233	13,0632	13,2616	13,6083	13,1368	13,0084	13,4973	13,9192	13,4386	13,2263	13,634	13,9693	12,8612	13,6787	13,0875	13,8749	13,3108	NaN	NaN	14,2172	12,843	13,1153	13,8698	13,1348	14,0189	13,3238	13,3479	14,0481	13,3107	13,1978	13,2919	13,1298	14,51	14,2412	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13,1933	NaN	NaN	NaN	NaN	13,0979	NaN	NaN	NaN	NaN	12,3315	NaN	13,0924	13,2142	NaN	14,2039	13,6219	14,2273	14,1162	14,0939	13,8771	12,9178	NaN	13,8134	NaN	13,7125	NaN	13,5656	NaN	NaN	13,412	NaN	NaN	NaN	NaN	NaN	NaN	PLXDC1	Q8IUK5	Q8IUK5	PLDX1_HUMAN	Plexin domain-containing protein 1
12,6779	12,3463	12,6445	NaN	NaN	12,4549	12,6716	13,3851	12,5785	12,6082	12,9728	NaN	12,6189	13,3306	13,4047	13,6103	12,4575	NaN	NaN	13,03	NaN	12,6604	12,3842	13,8482	13,648	13,108	13,2238	12,7808	13,6544	NaN	12,1793	NaN	12,8362	12,9641	12,6243	12,6742	NaN	NaN	NaN	NaN	NaN	11,6378	NaN	NaN	11,8553	NaN	NaN	NaN	NaN	12,4028	13,7818	NaN	13,3167	NaN	11,7417	NaN	13,138	NaN	NaN	13,9331	NaN	13,1748	12,1547	NaN	12,9924	13,2485	NaN	NaN	12,9635	12,0343	13,1216	11,7464	13,1274	13,1232	12,8727	NaN	NaN	12,5969	13,1199	13,2604	13,1024	NaN	12,8879	13,4934	13,3908	14,0217	12,1444	NaN	NaN	12,9837	13,2015	NaN	14,2761	12,9426	12,3775	NaN	NaN	13,6982	NaN	NaN	13,6183	13,6664	12,5499	12,233	14,136	12,2316	12,7907	12,8528	12,6779	13,4486	13,8241	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13,8269	NaN	NaN	NaN	NaN	13,1914	NaN	NaN	13,169	NaN	13,752	13,0908	NaN	NaN	NaN	11,8744	11,7314	NaN	13,0819	NaN	13,1969	NaN	NaN	11,9068	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	CBLN2	Q8IUK8	Q8IUK8	CBLN2_HUMAN	Cerebellin-2
